Kingdom,Phylum,Class,Order,Family,Genus,Species,Subspecies,Taxonomic Authority,Taxonomic Notes,Endemic to Europe,Endemic to EU27,European regional Red List Category,European regional Red List Criteria,EU27 regional Red List Category,EU27 regional Red List Criteria,Rationale of the Red List Category,Population Trend,Range,Population,Habitat,Threats,Conservation Actions,Use and Trade,Red List Assessors,Red List Reviewers,Red List Contributors
ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Amegilla,quadrifasciata,,,,0,0,LC,,LC,,"European regional assessment: Least Concern (LC) EU 27 regional assessment: Least Concern (LC)Listed as Least Concern as the species is widespread and often plentiful, even though it is scattered in northern locations. It is assumed that at the continental scale the populations are large. However, research should be conducted to determine the population trends, habitats and specific threats to the species, as it is considered extinct in some locations.",Unknown,"This is the most widely distributed species of Amegilla. It mainly occurs in all Mediterranean regions of Europe, the Near East and North Africa (Rasmont 2014). However, it goes far away from the limit of Mediterranean climates to the north, reaching its northernmost distribution in Luxembourg and central Germany. Distinct colour forms are found on the island groups including Madeira, the Canary Islands and the Balearic Islands. To the south, it can be found in the mountains of the central Sahara, in the high mountains of central Africa and in the Mediterranean areas of South Africa (Eardley 1994).","This is the most abundant of the Amegilla species, together with A. albigena. However, there is no information available for the overall population size and trend of this species, although it is known to be very scattered in northern locations such as in Germany.","Amegilla quadrifasciata is found in a broad range of habitats, from dry phryganic Mediterranean shrublands in Greece (Petanidou 1994) to the edges of saltmarshes in southern France (Rust et al. 2003). In Italy it is found in both semi-natural and agricultural habitats (Quaranta et al. 2004) and in suburban sites in Madeira (S. Roberts pers. comm 2014). The species is presumed to be polylectic, in that it prefers to forage upon a wide range of flowering plant species, and it has been observed on Lantana (Verbenaceae) and Ipomoea (Convolvulaceae) species (S. Roberts pers. comm. 2014). The species shows some preference for Boraginaceae (Anchusa spp., Echium spp.) and Lamiaceae (Iuga 1958). It hosts the kleptoparasitic bee Thyreus histrionicus. The details of the nesting behaviour are not known.",The threats to this species are unknown.,"The species is listed in the National Red List or Red Data Book of Switzerland (Regionally Extinct; Amiet 1994), and it is considered extinct in some of its localities in Germany (Day 1991), since the species was only recorded once but it cannot be found now.There are no conservation actions in place for this species, and it is unknown whether its distribution overlaps with any protected areas within its range, although given its general abundance and the extent of its known range, it is very likely to be. Further research should be conducted to determine the population size, trends and threats to the species.",The species is not traded or exploited commercially.,"Rasmont, P. & Dehon, M.","García, M., Roberts, S. & Kemp, J.R.",
ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Amegilla,salviae,,,,0,0,DD,,DD,,"European regional assessment: Data Deficient (DD) EU 27 regional assessment: Data Deficient (DD)  Listed as Data Deficient as there is no information available on the population size, trends, habitat and threats. Research should be conducted in order to determine the status of this species.",Unknown,"In Europe, the species is present through much of the Mediterranean area. Outside of Europe, it is found from North Africa to the Caucasus and Central Asia (Rasmont 2014).",There is no information available for the population size and trend of this species.,Amegilla salviae is characterised by its fast flight and its high pitched buzzing. It seems to be quite a generalist regarding its floral choices (Iuga 1958) so it can be assumed to occur on Mediterranean-type shrubland. There is no further information available on the habitat and ecology of this species.,The threats to this species are unknown.,"The species is not listed in any National Red Lists or Red Data Books. There are no conservation actions in place for this species, and it is unknown whether its distribution overlaps with any protected areas within its range. Further research should be conducted to determine the population size and trends, habitat and ecology, and threats to the species.",The species is not traded or exploited commercially.,"Rasmont, P. & Dehon, M.","García, M., Roberts, S. & Kemp, J.R.",
ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Amegilla,velocissima,,,,0,0,DD,,DD,,"European regional assessment: Data Deficient (DD) EU 27 regional assessment: Data Deficient (DD)  Listed as Data Deficient as there is little or no information available on the population size, trends, habitat, ecology and threats. Research should be conducted in order to determine the status of this species.",Unknown,"In Europe, this species is only known from disjunct subpopulations in Sicily, Spain and Russia, where it is rare and scattered (Rasmont 2014). Outside of Europe, it is present in North Africa (Libya), through Central Asia, Iran and the Caucasian region. Its area of occupancy is clearly below 2,000 km2.","There is no information available for the population size and trend of this species. However, the subpopulations of this species appear to be fragmented throughout its range.",There is no information available on the habitat and ecology of this species although it can be assumed to occur on Mediterranean-type shrubland.,The threats to this species are unknown.,"The species is not listed in any National Red Lists or Red Data Books. There are no conservation actions in place for this species, and it is unknown whether its distribution overlaps with any protected areas within its range. Further research should be conducted to determine the population size and trends, habitat and ecology, and threats to the species.",The species is not traded or exploited commercially.,"Rasmont, P. & Dehon, M.","García, M., Roberts, S. & Kemp, J.R.",
ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Ammobates,armeniacus,,,,0,0,NT,,NT,,"European regional assessment: Near Threatened (NT)EU 27 regional assessment: Near Threatened (NT)Listed as Near Threatened because the extent of occurrence (EOO) and the area of occupancy (AOO) are very small (3,979 km2 and 8 km2, respectively). With no recent findings, the species is only known from two widely separated localities in Greece, so the population is considered fragmented, and thus the species is close to qualifying as threatened under Criterion B. However there is a general lack of information regarding the habitat, ecology and threats to this species, and further research is needed. It is not known if the regional population experiences any significant immigration.",Unknown,"This species has only been collected twice at two widely separated localities in Greece (Warncke 1983) in Europe. The two known populations in Europe are isolated with no or little genetic exchange between them. The extent of occurrence (EOO) is 3,979 km2 and the area of occupancy (AOO) in Europe is 8 km2.Outside of Europe, the species also occurs in Turkey and Armenia (Warncke 1983).","This species is very rare within its entire European distribution area, with only two known sites. The population trend is unknown.","This species is kleptoparasitic, in that it parasitises the nests of other bee species, but the host is unknown. The habitat and other information on the ecology of this species are also unknown.",The threats to this species are unknown.,"This species is not included in a National Red List or Red Data Book.  The species is not subject to any targeted conservation action. Further  research is needed into the species taxonomic status, distribution, population size and trend, habitat and ecological requirements and threats. It is not known if the species  occurs in protected areas.",This species is not traded or exploited commercially.,"Straka, J. & Bogusch, P.","Roberts, S., Nieto, A. & Allen, D.J.",
ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Ammobates,dusmeti,,,,-1,-1,CR,B2ab(v),CR,B2ab(v),"This species is endemic to southwest Europe (Spain and southern France), with only a single known recent record in Spain and few observations in the past; historical recorded sites in France have been resurveyed, and there have been surveys in suitable habitat in Spain. The current area of occupancy (AOO), based on recent records, is estimated at 8 km2. Considering all known records, the population is considered severely fragmented and there is an inferred continuing decline in the number of mature individuals, based on the decline in the number of collected specimens over time. The species is therefore assessed as Critically Endangered.Further study is required to confirm the species current distribution and population trends, and to understand the species habitat requirements. The taxonomic status of the closely related north African species, Ammobates handlirschi (Friese, 1895), requires confirmation.",Decreasing,"This species is known only from Spain and southern France (Rognac, Bouches-du-Rhone; Warncke 1983). Observations of this species are at least 80 years old, except for a single recent record (from Teruel, near Valencia, eastern Spain).The extent of occurrence (EOO) is 66,925 km2 and the area of occupancy (AOO) is 12 km2 based on all known findings. However, the EOO and AOO based only on records from the last 80 years, may be much smaller; the EOO may be no more than 6,066 km2 and the AOO around 8 km2.There there are consistently infrequent records for this species over time. Some former localities and their wide areas were well investigated (for example, southern France, Ch. Schmid-Egger, J. van der Smissen and J. Smit pers. comm., via J. Straka pers. comm. 2014).","The population size and trend of this species is uncertain. However, the species is extremely rare and there have been very few individuals collected across the whole known distribution. A single specimen was collected in France in 1894 and three individuals were collected at three widely separated localities in Spain in 1890, 1933, and 2000.  There may be only one population remaining in Spain, because there is only a single  recent record of this species (from  a locality close to Valencia (Teruel)). No further records of this species are known (J. Straka pers. comm. 2013).Based on the decline on the number of collected specimens over time, it is suspected that the population trend of this species is decreasing.Based on all records, it appears that the populations are isolated with no or little genetic exchange between them and that, historically, the population of this species should therefore be considered as severely fragmented.","The habitat and ecology of this species are not certain. The species may occur at grasslands and open shrubland with bare soil. It is a kleptoparasitic species, in that it parasitises the nests of other bee species, but the host(s) is/are unknown.",The threats to this species are unknown.,"This species is not included in a National Red List or Red Data Book, and is not subject to any targeted conservation action.Further   research is needed into the taxonomy, population size and trend, habitat,   ecological requirements and threats. It is not known if the species   occurs in protected areas. It is very important to re-find the species and to determine both the host species of this kleptoparasite and the habitat preference for conservation its suitable habitats.",This species is not traded or exploited commercially.,"Straka, J. & Bogusch, P.","Roberts, S., Allen, D.J. & Nieto, A.",
ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Ammobates,globosus,,,,0,0,DD,,DD,,"European regional assessment: Data Deficient (DD)EU 27 regional assessment: Data Deficient (DD)Listed as Data Deficient in view of the lack of recent records and information on the population size and trend, habitat, ecological requirements and threats. This species has a restricted range within Europe, currently only known from Cyprus, and sparse distribution and further research is needed to assess the status of this species. In addition, the taxonomic status of the species is not certain.",Unknown,"This species is known from Cyprus, Turkey (near İçel, southeastern Turkey) and Israel (Warncke 1983).According to the possible habitat of this species in the lowlands of the island of Cyprus, the extent of occurrence (EOO) may be less than 4,500 km2; it is not possible to estimate the area of occupancy (AOO) for this species. This species occurs very sparsely in its entire distribution range (J. Straka pers. obs. 2013).",The population size and trend of this species are unknown.,"This is a kleptoparasitic species, in that it parasitises the nests of other bee species, in this case, bees of the genus Ancyla (Warncke 1983). The most likely host species is Ancyla holtzi (J. Straka pers. obs. 2013). It occurs in habitats typified by sparse vegetation with an abundance of annual and biennial flowers, especially Apiacae that are the principal forage plants of the host bees. Host bees nest in bare sandy soil under sparse and tall herbaceous vegetation. Nesting biotopes can be steppe, pastures, or margins of fields and orchards (almost any kind), as well as margins of unpaved roads (J. Straka pers. obs. 2013).","Details of specific threats to the species are not known, but given that it is found in Mediterranean dwarf shrub communities, it could be impacted negatively by an increased incidence of fires and inappropriate grazing regimes.","This species is not included in a National Red List or Red Data Book and is not subject to any targeted conservation action. Further research is needed into the taxonomy, population size and trend, habitat, ecological requirements and threats. It is not known if the species occurs in protected areas.",This species is not traded or exploited commercially.,"Straka, J. & Bogusch, P.","Roberts, S., Nieto, A. & Allen, D.J.",
ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Ammobates,mavromoustakisi,,,,0,0,DD,,DD,,"European regional assessment: Data Deficient (DD)EU 27 regional assessment: Data Deficient (DD)Listed as Data Deficient because in Europe, the species is known only from old records from Cyprus. There is no information about the population size and trend, habitat, ecological requirement and threats. Further research is needed to assess the status of this species.",Unknown,"In Europe, the species is known from old records in southern Cyprus. Outside of Europe the species is known from scattered old records from Turkey (near Ceylanpinar, southeastern Turkey), Israel (Jerusalem, Lahev, Tel Qazir) and Palestine (Jericho) (Warncke 1983). The extent of occurrence (EOO) of its European distribution is estimated at 90 km2 and the area of occupancy (AOO) is 16 km2.",The population size and trend of this species are unknown.,"It is a kleptoparasitic species, in that it parasitises the nests of other bee species, in this instance, Tarsalia ancyliformis (Apidae) (M. Schwarz pers. comm. 2013). The species probably prefers grasslands with sparse plant cover and largely bare soil as the host prefer such biotopes (J. Straka pers. obs. 2013).The bee visits Centaurea hyalolepis, C. cilicica, and Carlina lanata (Grace 2010).",The threats to this species are unknown.,"This species is not included in a National Red List or Red Data Book, and is not subject to any targeted conservation action. It is not known if the species    occurs in protected areas. Further research is needed into the distribution, population size and trend, habitat, ecological requirements and threats.",This species is not traded or exploited commercially.,"Straka, J. & Bogusch, P.","Roberts, S., Nieto, A. & Allen, D.J.",
ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Ammobates,melectoides,,,,-1,0,EN,"B2ab(i,ii,v)",EN,"B2ab(i,ii,v)","Global and European regional assessment: Endangered (EN)EU 27 regional assessment: Endangered (EN)Listed as Endangered because the current area of occupancy (AOO) is 88 km2 and the population is considered severely fragmented. There is a continuing decline in the extent of occurrence (EOO) and the AOO as the EOO and the AOO based on historic records were much larger. There is also a continuing decline in the number of mature individuals, especially in northern latitudes based on number of collected individuals over time. Further research is needed to identify the threats to this species.",Decreasing,"This species is endemic to Europe. The only recent records are from Greece, including numerous Aegean islands and Crete and its historic distribution goes north to Romania and Crimea in the Ukraine (Warncke 1983). Including historic records, the extent of occurrence (EOO) is 745,953  km2 and the area of occupancy (AOO) is 96 km2. However, recent data are only from southern populations, especially Greece. Considering only recent records, the EOO is 182,000 km2 and the AOO is 88 km2; therefore there has been a reduction of EOO and AOO over time. The species distribution seems to be disjunct especially in the northern parts of its range, thus the population is considered severely fragmented.","The population size and trend of this species is uncertain. However, there are only historic data for the Romanian and the Ukrainian populations, thus there is a clear reduction in the overall population. The population in the south of Greece, seems to be currently healthy.","This species is kleptoparasite, in that it parasitises the nests of other bee species, and the hosts are from the genus Eucera. Warncke (1983) proposed Eucera armeniaca (Morawitz 1878) as a host and Vereecken et al. (2012) observed as a host E. dimidiata Brulle, 1832 and propose E. algira Brulle, 1840 as another possible host. The species prefers various grasslands, steppe or forest steppe biotopes with abundant areas with bare soil.","Details of specific threats to the species are not known, but given that it is found in Mediterranean dwarf shrub communities (at least in parts of its range), it could be impacted negatively by an increased incidence of fires and inappropriate grazing regimes.","This species is not included in a National Red List or Red Data Book, but it is considered as Extinct in Hungary by Józan (2011). The species is not subject to any targeted conservation action. Further research is needed into the population size and trend, habitat, ecological requirements and threats. It is not known if the species occurs in protected areas.",This species is not traded or exploited commercially.,"Straka, J. & Bogusch, P.","Roberts, S., Allen, D.J. & Nieto, A.",
ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Ammobates,muticus,,,,0,0,LC,,LC,,"European regional assessment: Least Concern (LC)EU 27 regional assessment: Least Concern (LC)Listed as Least Concern in view of its wide distribution, and because this species is commonly found in most areas of its range.",Unknown,"This west Mediterranean species occurs in Portugal, Spain, southern France and Italy. Outside of Europe, it occurs in Morocco, Algeria and Tunisia (Warncke 1983). The extent of occurrence (EOO) is 1,311,602 km2 and the area of occupancy (AOO) is 248 km2.",The population size and trend of this species are unknown but this species is commonly found in most areas of its distribution.,"This species is kleptoparasite, in that it parasitises the nests of other bee species. The hosts of this cuckoo bee are Eucera nigrifacies Lepeletier, 1841, E. seminuda Brullé, 1832 (Warncke 1983) and probably some other species of the genus Eucera. The species prefers open habitats with bare soil, where the host can nest. It occurs in various steppe biotopes, shrubland, pastureland, but also gardens or areas of sparse tree plantation, such as orchards and olive groves.",The threats to this species are unknown.,"This species is not included in a National Red List or Red Data Book. The species is not subject to any targeted conservation action. It is known to occur in protected areas (eg. Parque Nacional and Parque Natural de Coto Doñana - Andalucia, Spain). Further research is needed into the population size and trend and threats affecting the species.",This species is not traded or exploited commercially.,"Straka, J. & Bogusch, P.","Roberts, S., Nieto, A. & Allen, D.J.",
ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Ammobates,opacus,,,,0,0,DD,,DD,,"European regional assessment: Data Deficient (DD)EU 27 regional assessment: Data Deficient (DD)In Europe, the species is known from eastern Europe (Bulgaria, European Russia, and the Ukraine). Listed as Data Deficient in view of the lack of recent information on the population size and trend, habitat, ecological requirements and threats. Further research is needed to assess the status of this species.",Unknown,"This species occurs from eastern Europe (Bulgaria, European Russia, and the Ukraine) to Kazakhstan (Warncke 1983). The extent of occurrence (EOO) is 462,910 km2 and the area of occupancy (AOO) is 28 km2; these values are calculated taking into consideration old records (more than 40 years ago). There are no recent records for this species (J. Straka pers. com. 2013).",The population size and trend of this species are uncertain.,"This species is a kleptoparasite, in that it parasitises the nests of other bee species, but the host is unknown. The habitats and other ecological information are unknown for this species.",The threats to this species are unknown.,"This species is not included in a National Red List or Red Data Book. The species is not subject to any targeted conservation action. Further research is needed into the population size and trend, habitat, ecological requirements and threats. The species does not occur in protected areas.",This species is not traded or exploited commercially.,"Straka, J. & Bogusch, P.","Roberts, S., Nieto, A. & Allen, D.J.",
ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Ammobates,oraniensis,,,,0,0,DD,,DD,,"European regional assessment: Data Deficient (DD)EU 27 regional assessment: Data Deficient (DD)The species is known from southern Europe (southernmost mainland Italy and Sicily and the Canary Islands). Listed as Data Deficient in view of the lack of recent information on the population size and trend, habitat, ecological requirements and threats. Further research is needed to assess the status of this species.",Unknown,"This species occurs in southernmost mainland Italy and Sicily as well as in the Canary Islands. Outside of Europe, it occurs in the coastal areas from Morocco to Egypt, and also in Israel (Warncke 1983). The extent of occurrence (EOO) is 21,284 km2 and the area of occupancy (AOO) is at least 24 km2 for Europe.",This species is relatively rarely collected. Only a few records exist from Italy and these are mainly old. The population in the Canary islands seems to be stable; there are old as well as recent records known (J. Straka pers. comm. 2013). The overall population trend is unknown.,"This species is a kleptoparasite, in that it parasitises the nests of other bee species, but the host is unknown. The species prefers dry biotopes with sparse land cover of the semidesertic or steppic character.",The threats to this species are unknown.,"This species is not included in a National Red List or Red Data Book. The species is not subject to any targeted conservation action. Further research is needed into the population size and trend, habitat, ecological requirements and threats. It is not known if the species occurs in protected areas.",This species is not traded or exploited commercially.,"Straka, J. & Bogusch, P.","Roberts, S., Nieto, A. & Allen, D.J.",
