Kingdom,Phylum,Class,Order,Family,Genus,Species,Taxonomic Notes,Endemic to Europe,Endemic to EU27,European regional Red List Category,European regional Red List Criteria,EU27 regional Red List Category,EU27 regional Red List Criteria,Rationale of the Red List Category,Population Trend,Range,Population,Habitat,Threats,Conservation Actions,Use and Trade,Red List Assessors
ANIMALIA,MOLLUSCA,GASTROPODA,ARCHITAENIOGLOSSA,DIPLOMMATINIDAE,Cochlostoma,obscurum,"According to Gofas (2001), C. obscurum and C. crassilabrum are distinct species, which was supported by allozyme data. On the other hand, Falkner et al. (2002) treats C. crassilabrum as the junior synonym of C. obscurum. In this assessment, the concept of Falkner et al. (2002) is followed.",Yes,Yes,LC,,LC,,"This species lives within a relatively wide range and there are several known sub-populations. There is no reason to suppose that the area of occupancy, extent of occurrence, number of locations, number of sub-populations or the number of mature individuals are declining or extremely fluctuating. Therefore, it is assessed as Least Concern (LC).This species has also been assessed at the regional level as:EU27 regional assessment: Least Concern (LC) at the level of the 27 member states of the European Union.European regional assessment: Least Concern (LC).Mediterranean regional assessment: Least Concern (LC).",Stable,"This species has two remote disjunct areas, one in Central France (Burgundy: Yonne and Cote-d'Or departments) and another in the Pyrenean Mountains and in Cantabria in Spain, with a 500 km gap in between. According to the Inventaire National du Patrimoine Naturel (INPN) database, there are at least 14 known distribution records in France, and according to Gofas (2001) there are several locations in Spain. There is no reason to suppose that the area of occupancy (500 km2), extent of occurrence (19,000 km2) or the number of locations are declining or extremely fluctuating.","Within its relatively large range, this species does not seem to be rare. There are several known sub-populations and there is no reason to suppose that the number of sub-populations or the number of mature individuals are declining or extremely fluctuating.","This is an obligate rock-dwelling species, associated with limestone areas. It is usually found on the bare rock surface, in crevices or at the base of rocks. #","Due to its habitat preference, this species does not seem to be very sensitive to ecosystem modification or other realistic threats. Considering that this species inhabits inaccessible locations, drastic and wide-scale ecosystem modification is only a hypothetical threat and local events do not affect the whole population significantly.",This species is not protected at the national level in France or Spain. Some of the sub-populations live within protected areas such as the Urbasa y Andía protected area in Spain and Parc National des Pyrénnées in France. No conservation actions are currently required.,,"Feher, Z."
ANIMALIA,MOLLUSCA,GASTROPODA,ARCHITAENIOGLOSSA,DIPLOMMATINIDAE,Cochlostoma,apricum,,Yes,Yes,LC,,LC,,"Though this species is a relatively narrow range endemic, there are at least 10 known sub-populations and there is no reason to suppose that the area of occupancy, extent of occurrence, number of locations, number of sub-populations or the number of mature individuals are declining or extremely fluctuating. Therefore, it is assessed as Least Concern (LC).",Stable,"According to Inventaire National du Patrimoine Naturel (INPN) this species is endemic to a narrow range in the western Alps in France (Alpes de la Savoie, Alpes Dauphiné between Grenoble and Aix-en-Bains), and INPN provides 10 known distribution records. Germain (1931) mentions two further locations in the Alpes Maritimes, which are not accepted by INPN, and are therefore not considered in this assessment (including area of occupancy and extent of occurrence calculations). Despite this species occurring within a narrow range there is no reason to suppose that the area of occupancy (40 km2), extent of occurrence (2,400 km2) or the number of locations are declining or extremely fluctuating.","The species is far from being well explored and there is no specific information on population trend. However, being a rock-dwelling species it is known that # potential habitats are not really sensitive. Therefore, there is no reason to suppose that the number of sub-populations or the number of mature individuals are declining or extremely fluctuating.   #","Though this is not an obligate rock-dwelling species it is associated with rocky woods (mostly in limestone areas), where it is usually found among or under stones; among leaf litter in shaded places at the base of rocks or trees or sometimes on the rock surface (Germain 1931).","Due to its habitat preference, this species does not seem to be very sensitive to ecosystem modification or other realistic threats. Sub-populations could in theory be threatened by deforestation. Considering that this species inhabits inaccessible locations, drastic and wide-scale ecosystem modification is only a hypothetical threat and local events do not affect the whole population significantly.   #",This species is not protected at the national level in France. It is expected that part of the population occurs within protected areas (probably in the Parc naturel régional de la Chartreuse). No conservation actions are currently required.,,"Feher, Z."
ANIMALIA,MOLLUSCA,GASTROPODA,ARCHITAENIOGLOSSA,DIPLOMMATINIDAE,Cochlostoma,tergestinum,"Wagner (1897) distinguished three subspecies and Fauna Europaea follows this view: C. tergestinum tergestinum (Westerlund, 1878), C. tergestinum tortivum (Westerlund, 1885) and C. tergestinum grahovanum (A.J. Wagner, 1897). Boeckel (1939) considered also C. waldemari as a subspecies of this taxon.",Yes,,LC,,LC,,This species lives within a relatively wide range. There are at least 100 known sub-populations and those which are regularly monitored do not show signs of any decline. Therefore this species is assessed as Least Concern (LC).  This species has also been assessed at the regional level as:EU27 regional assessment: Least Concern (LC) at the level of the 27 member states of the European Union.European regional assessment: Least Concern (LC).,Stable,"This species is distributed in the vicinity of Trieste in Italy, in the Istrian Peninsula, in Cres Island, in western Slovenia and in the Kapela Mountains in Croatia. Mildner (1997) has also reported an occurrence in Karnten (Austria). Fauna Europaea incorrectly indicates that this species is from Serbia and Albania (Fehér and Erőss 2009).","Within its range, this species is very frequent. There are at least 100 known sub-populations and those which were visited in recent years did not show signs of any decline. Therefore, there is no reason to suppose that number of sub-populations or the number of mature individuals are declining or extremely fluctuating.","This species is primarily associated with rocky (limestone) habitats. Usually, living specimens can be found on the rock surface but it can also be found in shaded crevices, among moss or under smaller stones at the bases of rock walls.","Due to its habitat preference, this species does not seem to be very sensitive to ecosystem modification or other realistic threats. Considering that this species inhabits inaccessible locations, drastic and wide-scale ecosystem modification is only a hypothetical threat and local events do not affect the whole population significantly.","This species is protected in Croatia, but not in Slovenia, Austria and Italy. There are several  sub-populations that live within protected areas, such as in Triglav National Park, Skocjan, Juliske Alpe, Kamniske Alpe, Sneznik protected areas in Slovenia; Dobratsch in Austria and Ucka in Croatia. The systematic position of this species in terms of the validity of its subspecies and its relationship with other taxa of this species group (C. waldemari) should be clarified using anatomy and molecular markers. No conservation actions are required.",This species is not used.,"Feher, Z."
ANIMALIA,MOLLUSCA,GASTROPODA,ARCHITAENIOGLOSSA,DIPLOMMATINIDAE,Cochlostoma,paladilhianum,,Yes,Yes,VU,D2,VU,D2,"The number of known locations/sub-populations is less than five and the area of occupancy is smaller than 20 km2. Although there is no reason to suppose that the area of occupancy, extent of occurrence, number of locations, number of sub-populations or the number of mature individuals are declining or extremely fluctuating, there are plausible future threats to the species. Therefore, it is assessed as Vulnerable (VU) D2.",Stable,"According to Fauna Italia and Fauna Europaea, this is a Sicilian endemic species. Alzona (1971) gives the following locations: Monte Pellegrino near Palermo, Monte Gallo near Palermo and Isola di Favignana. There is another Sicilian location: Pioppo near Palermo (E. Zallot, pers comm.). Alzona (1971) mentions one location outside of Sicily: Campania, Monte S Angelo. As this record is not reinforced, the occurrence was not considered in this assessment. The area of occupancy is 16 km2 and the extent of occurrence is 120 km2.","The species is far from being well explored and there is no specific information on population trend. However, being a rock-dwelling species it is known that potential habitats are not really sensitive, therefore, it is not thought that the number of sub-populations or the number of mature individuals are declining or extremely fluctuating.   #","This is an obligate rock-dwelling species, associated with limestone areas. It is usually found on the bare rock surface, in crevices or at the base of rocks.","Due to its habitat preference, this species is not very sensitive to ecosystem modification or any other realistic threats. But only a few sub-populations are known; three of which are located around a large city, Palermo. So there is a plausible threat that the sub-populations might be affected by disturbance caused by recreational activity or by complete or severe destruction of that rocky habitat (e.g. construction works).   #","This species is not protected at the national level in Italy. At least two sub-populations live within protected areas: Monte Gallo and Monte Pellegrino are regional reserves in Sicily. Research activity should focus on the better exploration of the species' range and its sub-populations, and known sub-populations should be monitored. If no further sites are found, the four known locations should be protected.",,"Feher, Z."
ANIMALIA,MOLLUSCA,GASTROPODA,ARCHITAENIOGLOSSA,ACICULIDAE,Menkia,rolani,,Yes,Yes,DD,,DD,,"This species is endemic to Spain. The species is only known from its type locality, in the province of Asturias. It was sifted from sand in a fountain 1 km South of Grado, West Oviedo city. #The only data about this species comes from the collection of a few empty shells. This species is listed as Data Deficient. Research on the ecology and population size and trend of this species is recommended.",Unknown,"This species is endemic to Spain. The species is only known from its type locality, in the province of Asturias. It was sieved from sand in a fountain 1 km south of Grado, west Oviedo city.",There are no population studies. The population trend is unknown.,"Only empty shells have been collected. Thus, there are not data about its habitat. Nevertheless, it probably lives in leaf litter on calcareous soils as it has been documented for other species of the genus.",It should be investigated where the species lives before defining threats. The threats to this species are unknown.,"Studies should be conducted about its range size, as well as its habitat and population size.",This species is not used or traded.,"Gomez, B."
ANIMALIA,MOLLUSCA,GASTROPODA,ARCHITAENIOGLOSSA,ACICULIDAE,Menkia,horsti,,Yes,Yes,NT,,NT,,"This species is endemic to Spain. #Although its area of occupancy is very reduced, the species lives in six locations, with no major threats affecting its population. #Fires, and the development of roads and other infrastructures can be indicated as threats. #Part of the population lives within a National park. This species is listed as Near Threatened.",Unknown,"This species is endemic to Spain. It lives in Oviedo Province, where it has been cited in the Sella valley and Picos de Europa Massif (Boeters et al. 1985) and in the Nalon Valley (Gittenberger 1991), in one locality placed 100 km west #of Sella Valley.",There are no population studies. The population trend is unknown.,It lives in ground litter in areas of limestone rocky sustrate.,Threats include fires and the development of roads and other infrastructures.,"This species needs habitat preservation. Research on its geographic range, biology and population size is needed.",This species is not used or traded.,"Gomez, B."
ANIMALIA,MOLLUSCA,GASTROPODA,ARCHITAENIOGLOSSA,ACICULIDAE,Menkia,dewinteri,,Yes,Yes,DD,,DD,,"This species is endemic to Spain. This species is only known from its type locality, 8 km southeast of Ramales de La Victoria (Cantabria, Spain). There is little information known about this species and more research on its distribution and habitat and ecology is recommended. This species is listed as Data Deficient.",Unknown,"This species is endemic to Spain. This species is only known from its type locality, placed at 8 km southeast of Ramales de La Victoria (Cantabria, Spain).",Only one damaged shell of a dead specimen has been collected. No live specimens have been reported.,The habitat is unknown. It most likely lives in ground litter which is similar to the habitat reported for other species of the genus.,"Due to the lack of data for the species, threats to the species are unknown.","More studies are need to delimitate the geographic range and area of occupancy, as well as the habitat and ecology of the species, before recommending conservation actions.",This species is not used or traded.,"Gomez, B."
ANIMALIA,MOLLUSCA,GASTROPODA,ARCHITAENIOGLOSSA,ACICULIDAE,Platyla,jankowskiana,,Yes,,VU,D2,NE,,"This species is listed as Vulnerable (VU) D2, as it is only known from one site and it is threatened by human disturbance related to the recreational activities linked to the ecological trail of the Karpathian National Park. However there is no observed decline of habitat quality and the trend of the population size is not known. If the population is proven to be declining or if the habitat quality starts to decline, this species will directly qualify for a Critically Endangered (CR) Category under criteria B.",Unknown,This species is is endemic from Ukraine and is known only from the type locality - valley of the Zhenets River near Tatarov Village (Karpathian National Park).,There are no # population data available.,This molluscs was found in a damp leaf litter in a woodland.,The area is part of the ecological trail of the Karpathian National Park.,"More research is needed on the taxonomy, distribution and ecology of this species. # Its range is included in the Karpathian National Park, but this does not prevent the species to be impacted by recreational activities. The range of this species should be specifically protected.",This species is not used.,"Son, M."
ANIMALIA,MOLLUSCA,GASTROPODA,ARCHITAENIOGLOSSA,ACICULIDAE,Platyla,callostoma,,Yes,Yes,LC,,LC,,This species is relatively widespread and is found at many sites. It is not thought to be threatened and is listed as Least Concern (LC).This species has also been assessed at the regional level:European regional assessment: Least Concern (LC)EU 27 regional assessment: Least Concern (LC) at the level of the 27 member States of the European Union.,Unknown,"This European endemic species has a split distribution, known from the Cantabrian range in northern Spain and from a distant location in the Eastern French and Spanish Pyrenees.",There are no population data available for this species.,"This species is a ground-dwelling species inhabiting the leaf litter of moist deciduous forests, mostly under ivy.",The threats to the species are unknown.,There are no conservation measures in place for this species.,This species is not used.,"Gargominy, O."
ANIMALIA,MOLLUSCA,GASTROPODA,ARCHITAENIOGLOSSA,ACICULIDAE,Platyla,similis,The species was previously described as Acme similis.,Yes,,LC,,LC,,"This species is distributed in Italy and in the Balkan region (Greece, Bulgaria, Romania, Serbia, Kosovo). #There are more than 50 known sub-populations and there is no reason to assume any decline. There are no major threats. This species is assessed as Least Concern.This species was assessed as Least Concern on the European level.",Stable,"This species is distributed in Italy and in the Balkan region (Greece, Bulgaria, Romania, Serbia and Kosovo). Boeters et al. (1989) listed more than 50 localities. Stamol  (2010) reported the species from Croatia. In Germany and in Great Britain the species is known from Pleistocene deposits. This species lives between 0 and 800 m above sea level in Bulgaria (Vet and Poppy 2007).","Within its relatively large range, this species seems to be abundant. The population is thought to be stable.","This species is associated primarily with mountainous limestone areas, where it is usually found under stones or at the base of rocks. However this is not an obligate rock-dwelling species (Grossu 1986).","This species is not sensitive to ecosystem modification or other realistic threats. Local subpopulations might be threatened by destruction of the vegetation (deforestation followed by erosion, fire, etc.). Considering the large extent of occurrence and the large number of sub-populations, local events do not affect the whole population significantly. #","The species is not specifically protected anywhere, however several populations can be found in protected areas.",The species is not used or traded.,"Pall-Gergely, B."
ANIMALIA,MOLLUSCA,GASTROPODA,ARCHITAENIOGLOSSA,ACICULIDAE,Platyla,microspira,This species was previously described as Acme microspira.,Yes,Yes,LC,,LC,,"This species has a typically disjunct distribution. It lives in a small area in Northern Italy as well as in the Bihor region, in Romania (Boeters #et al. #1989). #There are no major threats to the species. This species is listed as Least Concern.This species was assessed on the European level as Least Concern.",Stable,"This species has a typically disjunct distribution. It lives in a small area in Northern Italy as well as in the Bihor region, in Romania (Boeters et al. 1989).   The known Italian localities are the following: 2 km west of San Giovanni Bianco; San Pellegrino Terme (15  km north of Bregamo); Piazza; Camerato Cornello, whereas the known localities in Romania are the following: Vadu Crisului gorge, caves sourrunding Vadu  Crisului (Boeters et al. 1989), and Valei Butei  (Lengyel and Páll-Gergely 2010).    The species is far from being well studied and new locations might be discovered in the future. This is mainly because of the small shell size, the species can be collected only from soil samples. There is no reason to suppose that the area of occupancy, extent of occurrence or the number of locations are declining or extremely fluctuating. The potential range of the species is relatively unexplored, so it can be assumed that further subpopulations will be found, that will increase extent of occurrence as well.","Due to the hidden life and small shell size of this species, there are no data on population trend. #However, the population is thought to be stable.","This species is associated primarily with limestone areas, where it is usually found among leaf litter or under stones or at the base of rocks. However, this is not an obligate rock-dwelling species. Lengyel and Páll-Gergely (2010) found the species in the debris of a waterfall in the Valea Boghii.","Potential threats to this species are destruction of the habitat by quarrying, urbanisation, road construction or by other reasons. Waste sites can also have a negative impact on the species habitat through leaching of chemicals. However destruction of the entire habitat is not very likely.",This species is not protected at national level in those countries where occurs. The Romanian populations can be found in protected areas.,The species is not used or traded.,"Pall-Gergely, B."
